"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18973","tc04_DeleteCart","Ecommerce API Regression Suite","Wed Jul 15 04:28:53 GMT 2026","passed","Wed Jul 15 04:29:12 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc04_DeleteCart"
"","14209","tc03_UpdateCart","Ecommerce API Regression Suite","Wed Jul 15 04:28:39 GMT 2026","passed","Wed Jul 15 04:28:53 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc03_UpdateCart"
"","13812","tc01_LoginAndProductSearchByID","Ecommerce API Regression Suite","Wed Jul 15 04:28:10 GMT 2026","passed","Wed Jul 15 04:28:24 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc01_LoginAndProductSearchByID"
"","14420","tc02_AddToCart","Ecommerce API Regression Suite","Wed Jul 15 04:28:24 GMT 2026","passed","Wed Jul 15 04:28:39 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc02_AddToCart"
