"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13360","tc03_UpdateCart","Ecommerce API Regression Suite","Fri Jul 03 05:29:41 GMT 2026","passed","Fri Jul 03 05:29:55 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc03_UpdateCart"
"","17396","tc04_DeleteCart","Ecommerce API Regression Suite","Fri Jul 03 05:29:55 GMT 2026","passed","Fri Jul 03 05:30:12 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc04_DeleteCart"
"","13383","tc02_AddToCart","Ecommerce API Regression Suite","Fri Jul 03 05:29:28 GMT 2026","passed","Fri Jul 03 05:29:41 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc02_AddToCart"
"","8452","tc01_LoginAndProductSearchByID","Ecommerce API Regression Suite","Fri Jul 03 05:29:20 GMT 2026","passed","Fri Jul 03 05:29:28 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc01_LoginAndProductSearchByID"
