"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7940","tc01_LoginAndProductSearchByID","Ecommerce API Regression Suite","Sat Jun 06 05:30:55 GMT 2026","passed","Sat Jun 06 05:31:03 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc01_LoginAndProductSearchByID"
"","13331","tc02_AddToCart","Ecommerce API Regression Suite","Sat Jun 06 05:31:03 GMT 2026","passed","Sat Jun 06 05:31:17 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc02_AddToCart"
"","13269","tc03_UpdateCart","Ecommerce API Regression Suite","Sat Jun 06 05:31:17 GMT 2026","passed","Sat Jun 06 05:31:30 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc03_UpdateCart"
"","21349","tc04_DeleteCart","Ecommerce API Regression Suite","Sat Jun 06 05:31:30 GMT 2026","passed","Sat Jun 06 05:31:51 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc04_DeleteCart"
