"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13955","tc03_UpdateCart","Ecommerce API Regression Suite","Sat Mar 21 03:38:58 GMT 2026","passed","Sat Mar 21 03:39:12 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc03_UpdateCart"
"","18132","tc04_DeleteCart","Ecommerce API Regression Suite","Sat Mar 21 03:39:12 GMT 2026","passed","Sat Mar 21 03:39:30 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc04_DeleteCart"
"","8475","tc01_LoginAndProductSearchByID","Ecommerce API Regression Suite","Sat Mar 21 03:38:35 GMT 2026","passed","Sat Mar 21 03:38:43 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc01_LoginAndProductSearchByID"
"","14911","tc02_AddToCart","Ecommerce API Regression Suite","Sat Mar 21 03:38:43 GMT 2026","passed","Sat Mar 21 03:38:58 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc02_AddToCart"
