"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16093","tc02_AddToCart","Ecommerce API Regression Suite","Wed Jul 29 04:48:47 GMT 2026","passed","Wed Jul 29 04:49:03 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc02_AddToCart"
"","8412","tc01_LoginAndProductSearchByID","Ecommerce API Regression Suite","Wed Jul 29 04:48:38 GMT 2026","passed","Wed Jul 29 04:48:46 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc01_LoginAndProductSearchByID"
"","17888","tc04_DeleteCart","Ecommerce API Regression Suite","Wed Jul 29 04:49:16 GMT 2026","passed","Wed Jul 29 04:49:34 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc04_DeleteCart"
"","13573","tc03_UpdateCart","Ecommerce API Regression Suite","Wed Jul 29 04:49:03 GMT 2026","passed","Wed Jul 29 04:49:16 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc03_UpdateCart"
