"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13577","tc04_DeleteCart","Ecommerce API Regression Suite","Sun Feb 08 08:10:02 GMT 2026","failed","Sun Feb 08 08:10:16 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc04_DeleteCart"
"","8672","tc01_LoginAndProductSearchByID","Ecommerce API Regression Suite","Sun Feb 08 08:08:53 GMT 2026","passed","Sun Feb 08 08:09:01 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc01_LoginAndProductSearchByID"
"","13537","tc02_AddToCart","Ecommerce API Regression Suite","Sun Feb 08 08:10:16 GMT 2026","failed","Sun Feb 08 08:10:29 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc02_AddToCart"
"","15235","tc03_UpdateCart","Ecommerce API Regression Suite","Sun Feb 08 08:09:47 GMT 2026","failed","Sun Feb 08 08:10:02 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc03_UpdateCart"
