"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13392","tc03_UpdateCart","Ecommerce API Regression Suite","Mon Mar 23 04:09:48 GMT 2026","passed","Mon Mar 23 04:10:02 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc03_UpdateCart"
"","17406","tc04_DeleteCart","Ecommerce API Regression Suite","Mon Mar 23 04:10:02 GMT 2026","passed","Mon Mar 23 04:10:19 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc04_DeleteCart"
"","13399","tc02_AddToCart","Ecommerce API Regression Suite","Mon Mar 23 04:09:35 GMT 2026","passed","Mon Mar 23 04:09:48 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc02_AddToCart"
"","8108","tc01_LoginAndProductSearchByID","Ecommerce API Regression Suite","Mon Mar 23 04:09:27 GMT 2026","passed","Mon Mar 23 04:09:35 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc01_LoginAndProductSearchByID"
