"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8640","tc01_LoginAndProductSearchByID","Ecommerce API Regression Suite","Sat Feb 07 13:57:05 GMT 2026","passed","Sat Feb 07 13:57:13 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc01_LoginAndProductSearchByID"
"","13317","tc03_UpdateCart","Ecommerce API Regression Suite","Sat Feb 07 13:57:27 GMT 2026","failed","Sat Feb 07 13:57:40 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc03_UpdateCart"
"","13306","tc04_DeleteCart","Ecommerce API Regression Suite","Sat Feb 07 13:57:40 GMT 2026","failed","Sat Feb 07 13:57:53 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc04_DeleteCart"
"","13388","tc02_AddToCart","Ecommerce API Regression Suite","Sat Feb 07 13:57:13 GMT 2026","failed","Sat Feb 07 13:57:27 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc02_AddToCart"
