"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13715","tc02_AddToCart","Ecommerce API Regression Suite","Sun Jun 07 06:03:18 GMT 2026","passed","Sun Jun 07 06:03:32 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc02_AddToCart"
"","17862","tc04_DeleteCart","Ecommerce API Regression Suite","Sun Jun 07 06:03:48 GMT 2026","passed","Sun Jun 07 06:04:06 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc04_DeleteCart"
"","8313","tc01_LoginAndProductSearchByID","Ecommerce API Regression Suite","Sun Jun 07 06:03:10 GMT 2026","passed","Sun Jun 07 06:03:18 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc01_LoginAndProductSearchByID"
"","16347","tc03_UpdateCart","Ecommerce API Regression Suite","Sun Jun 07 06:03:32 GMT 2026","passed","Sun Jun 07 06:03:48 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc03_UpdateCart"
