"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13392","tc02_AddToCart","Ecommerce API Regression Suite","Mon Feb 02 04:05:40 GMT 2026","passed","Mon Feb 02 04:05:53 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc02_AddToCart"
"","8011","tc01_LoginAndProductSearchByID","Ecommerce API Regression Suite","Mon Feb 02 04:05:32 GMT 2026","passed","Mon Feb 02 04:05:40 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc01_LoginAndProductSearchByID"
"","17363","tc04_DeleteCart","Ecommerce API Regression Suite","Mon Feb 02 04:06:07 GMT 2026","passed","Mon Feb 02 04:06:24 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc04_DeleteCart"
"","13283","tc03_UpdateCart","Ecommerce API Regression Suite","Mon Feb 02 04:05:53 GMT 2026","passed","Mon Feb 02 04:06:07 GMT 2026","tests.E2ETest","Regression Tests","tests.E2ETest","tc03_UpdateCart"
